Raw Tweets,Clean Tweets,Sentiment
@kayshiveley17 @bigross3 @Colts You think I grew up you should see my boy Big Ross he's now 6'6 225 😂😅,You think I grew up you should see my boy Big Ross he s now 6 6 225,0.0
The @Colts want nothing to do with trading Andrew Luck. #NFL https://t.co/F2u7xqP1Mz https://t.co/7f9A0Of8EF,The want nothing to do with trading Andrew Luck NFL,0.0
Indianapolis Colts GM did not take trade offers for Andrew Luck seriously -  https://t.co/kYPozO1UZd https://t.co/mYMFv1dLKe,Indianapolis Colts GM did not take trade offers for Andrew Luck seriously,-0.11666666666666665
I'm dayuuum happy the @Colts are given this TEXAS guy and former #Buckeyes QB #JTBarrett @TeamJTBarrett a chance! S… https://t.co/liNme3JGSd,I m dayuuum happy the are given this TEXAS guy and former Buckeyes QB JTBarrett a chance S,0.4
"@WESTBROOKaGOAT @Real_GregoryLS @NFL @Redskins @DhaSickest If you read into it, it says the Eagles deny all of it o… https://t.co/0tgkr8GDpZ",GregoryLS If you read into it it says the Eagles deny all of it o,0.0
Indianapolis Colts GM did not take trade offers for Andrew Luck seriously https://t.co/V4TPKehWAW,Indianapolis Colts GM did not take trade offers for Andrew Luck seriously,-0.11666666666666665
@TheBlueMare @Colts @ChesterRogers80 @jabaalsheard @ColtsCheer @thecheckdown Sign her up!!😊Always great to have more members in #ColtsNation,Sign her up Always great to have more members in ColtsNation,0.65
"Congratulations former Avengers DB Chris Cooper (@_CCoope7) on signing with the Indianapolis Colts! 
@Colts… https://t.co/QimAjxSXtn",Congratulations former Avengers DB Chris Cooper CCoope7 on signing with the Indianapolis Colts,0.0
"@MikeCirino_ @Colts Congrats my dog, keep grinding brother 💪🏼",Congrats my dog keep grinding brother,0.0
@GulliverFB @Colts @GulliverSports The question is.... did he block it?,The question is did he block it,0.0
@Colts Great draft we just got a lot faster,Great draft we just got a lot faster,0.8
@RussSharpe @GangGreenNation @Colts @nyjets Nah he's pretty bad and is always hurt,Nah he s pretty bad and is always hurt,-0.22499999999999992
@Caleb_Poston @bigross3 @Colts BABY CALEB!!!!!!!!!,Poston BABY CALEB,0.0
@SarynRorie One moment I was watching the draft enjoying my @Colts pics next moment I gotta start watching the jets… https://t.co/jQuCnKsxxb,One moment I was watching the draft enjoying my pics next moment I gotta start watching the jets,0.25
@Austn37 @Colts @Reece_JMM @cainera1_ @JL_Chapman @EatSleepFF Oh for sure. Loved them and the Giants did,JMM Chapman Oh for sure Loved them and the Giants did,0.6
"TONIGHT 8:30PM EST!!
MBL Live! AFC South clash between the Jacksonville Jaguars (1-2) and Indianapolis Colts (2-1)!… https://t.co/elSlIu159g",TONIGHT 8 30PM EST MBL Live AFC South clash between the Jacksonville Jaguars 1 2 and Indianapolis Colts 2 1,0.13636363636363635
@nyjets @SarynRorie @Colts You guys are blessed!  I love this kid!  On and off the field.,You guys are blessed I love this kid On and off the field,0.5
Huge congrats to my dawg @bigross3 on signing with the @Colts!! The path wasn't easy but you kept grinding and the… https://t.co/pJYb8huhu2,Huge congrats to my dawg on signing with the The path wasn t easy but you kept grinding and the,0.41666666666666674
Indianapolis. Where people like the Pacers and the Colts. But LOVE to hate Lebron and Tom Brady.,Indianapolis Where people like the Pacers and the Colts But LOVE to hate Lebron and Tom Brady,-0.15000000000000002
Eagle Creek Park - Indy Parks and Recreation Indy Parks and Recreation Indianapolis Colts Indianapolis Parks Founda… https://t.co/hujxnd20zq,Eagle Creek Park Indy Parks and Recreation Indy Parks and Recreation Indianapolis Colts Indianapolis Parks Founda,0.0
"@FootballKing82 @Colts true, but AB is the exception, just like Tom Brady was drafted in the 6th but is one of the… https://t.co/GI5kvCPoDV",true but AB is the exception just like Tom Brady was drafted in the 6th but is one of the,0.35
@Kturay_58 @Colts Welcome!,58 Welcome,0.8
@MattPark1 @CuseFootball @Colts You go Captain Zaire!!,You go Captain Zaire,0.0
